日付,開始価格,最高価格,最低価格,終値,ボリューム,時価総額
2015年6月15日,233.42,237.84,233.42,236.82,"19,912,100","3,331,930,112"
2015年6月14日,232.44,234.86,232,233.54,"12,165,900","3,317,080,064"
2015年6月13日,229.92,232.65,229.21,232.4,"13,305,300","3,280,179,968"
2015年6月12日,229.71,231.06,229.31,229.98,"14,017,700","3,276,290,048"
2015年6月11日,228.85,230.29,228.77,229.71,"14,416,000","3,263,389,952"
2015年6月10日,228.99,229.78,228.01,228.8,"15,904,800","3,264,420,096"
2015年6月9日,228.54,230.95,227.93,229.05,"28,353,100","3,257,050,112"
2015年6月8日,222.88,229.46,222.84,228.49,"23,378,400","3,175,520,000"
2015年6月7日,225.6,226.19,222.65,222.88,"13,318,400","3,213,390,080"
2015年6月6日,225.01,225.72,224.38,225.62,"11,131,500","3,203,980,032"
2015年6月5日,224.15,225.97,223.18,224.95,"18,056,500","3,191,079,936"
2015年6月4日,225.77,226.58,224.05,224.32,"14,728,100","3,213,319,936"
2015年6月3日,225.74,227.4,223.93,225.87,"17,752,400","3,212,009,984"
2015年6月2日,222.89,226.42,222.42,225.8,"20,459,000","3,170,729,984"
2015年6月1日,230.23,231.71,221.3,222.93,"26,090,500","3,274,370,048"
2015年5月31日,233.13,233.25,229.54,230.19,"14,730,800","3,314,779,904"
2015年5月30日,237.09,237.09,232.05,233.35,"14,098,600","3,370,240,000"
2015年5月29日,237.38,237.52,235.73,237.1,"14,805,000","3,373,380,096"
2015年5月28日,237.26,237.82,236.65,237.41,"13,829,600","3,370,889,984"
2015年5月27日,237.07,238.64,236.7,237.28,"18,837,000","3,367,340,032"
2015年5月26日,237.1,238.24,235.69,237.12,"16,425,000","3,367,040,000"
2015年5月25日,240.93,241.02,236.64,237.11,"14,423,900","3,420,480,000"
2015年5月24日,238.98,241.98,238.81,240.95,"11,508,000","3,391,909,888"
2015年5月23日,240.29,241.02,238.69,238.87,"14,605,000","3,409,829,888"
2015年5月22日,235.32,240.97,235.06,240.35,"27,003,000","3,338,560,000"
2015年5月21日,234.02,236.24,233.84,235.34,"15,108,900","3,319,140,096"
2015年5月20日,231.89,234.68,231.84,234.02,"15,499,400","3,288,140,032"
2015年5月19日,233.04,234.15,231.82,231.95,"14,241,900","3,303,650,048"
2015年5月18日,236.89,237.21,232.46,233.13,"16,780,300","3,357,380,096"
2015年5月17日,236.01,238.02,236.01,236.8,"11,134,300","3,343,940,096"
2015年5月16日,237.64,237.7,235.29,236.15,"11,089,700","3,366,299,904"
2015年5月15日,236.96,238.75,236.79,237.6,"16,329,400","3,355,680,000"
2015年5月14日,236.21,237.8,234.06,236.93,"24,413,700","3,344,280,064"
2015年5月13日,241.4,243.7,235.04,236.38,"27,180,100","3,416,689,920"
2015年5月12日,242.15,242.88,240.1,241.11,"19,282,600","3,426,350,080"
2015年5月11日,240.3,244.27,239.38,242.16,"20,892,300","3,399,290,112"
2015年5月10日,241.73,244.07,238.85,240.3,"15,019,100","3,418,739,968"
2015年5月9日,243.77,247.8,239.64,241.83,"19,790,500","3,446,789,888"
2015年5月8日,237.2,246.27,236.27,243.86,"27,445,500","3,353,090,048"
2015年5月7日,229.66,239.1,228.57,237.33,"29,064,400","3,245,659,904"
2015年5月6日,236.25,236.45,229.23,229.78,"29,587,200","3,337,789,952"
2015年5月5日,238.85,239.2,232.05,236.12,"23,929,100","3,373,649,920"
2015年5月4日,240.36,242.64,237.81,239.02,"21,223,400","3,394,129,920"
2015年5月3日,234.88,243.24,234.08,240.36,"18,494,100","3,315,980,032"
2015年5月2日,232.34,235.73,232.34,234.93,"12,535,500","3,279,269,888"
2015年5月1日,235.94,238.97,232.08,232.08,"18,815,300","3,329,189,888"
2015年4月30日,225.69,239.56,224.99,236.15,"33,818,600","3,183,859,968"
2015年4月29日,225.59,227.04,223.43,225.81,"18,936,500","3,181,700,096"
2015年4月28日,228.97,229.49,223.07,225.85,"21,469,200","3,228,470,016"
2015年4月27日,219.43,233.3,218.02,229.29,"38,574,000","3,093,199,872"
2015年4月26日,226.41,226.94,214.87,219.43,"28,943,700","3,190,789,888"
2015年4月25日,231.24,232.56,226.34,226.39,"13,957,200","3,257,850,112"
2015年4月24日,235.97,236.3,229.93,231.27,"21,448,700","3,323,830,016"
2015年4月23日,234.05,236.48,233.2,236.46,"17,036,000","3,296,059,904"
2015年4月22日,235.6,237.91,233.48,234.18,"23,847,900","3,316,989,952"
2015年4月21日,224.62,235.27,224.3,235.27,"24,978,000","3,161,520,128"
2015年4月20日,222.61,226.35,221.98,224.63,"18,364,700","3,132,400,128"
2015年4月19日,223.46,226.35,222.37,222.6,"15,021,500","3,143,460,096"
2015年4月18日,222.85,224.32,220.88,223.36,"12,939,000","3,134,170,112"
2015年4月17日,228.57,228.91,221.94,222.88,"20,429,800","3,213,910,016"
2015年4月16日,223.92,229.67,223.92,228.57,"24,805,400","3,147,650,048"
2015年4月15日,219.07,223.83,218.65,223.83,"22,562,000","3,078,889,984"
2015年4月14日,224.76,224.98,216.32,219.16,"31,719,000","3,157,969,920"
2015年4月13日,235.95,236.93,222,224.59,"31,181,800","3,314,279,936"
2015年4月12日,236.54,237.73,233.49,236.15,"12,387,900","3,321,740,032"
2015年4月11日,236.02,239.54,234.18,236.55,"16,365,200","3,313,619,968"
2015年4月10日,243.69,243.69,232.77,236.07,"28,882,000","3,420,499,968"
2015年4月9日,244.75,246.12,239.4,243.68,"21,643,500","3,434,520,064"
2015年4月8日,253.06,253.85,244.21,245.02,"30,086,400","3,550,390,016"
2015年4月7日,255.27,255.8,252.21,253.18,"18,467,400","3,580,410,112"
2015年4月6日,260.72,261.8,254.57,255.49,"20,034,200","3,655,990,016"
2015年4月5日,253.76,260.67,251.94,260.6,"19,649,200","3,557,459,968"
2015年4月4日,254.29,255.26,251.1,253.7,"12,493,500","3,563,919,872"
2015年4月3日,253.07,256.04,251.88,254.32,"23,146,600","3,545,939,968"
2015年4月2日,247.09,254.46,245.42,253.01,"26,272,600","3,461,060,096"
2015年4月1日,244.22,247.54,241.16,247.27,"22,877,200","3,420,100,096"
2015年3月31日,247.45,248.73,242.74,244.22,"22,672,000","3,464,410,112"
2015年3月30日,242.88,249.24,239.21,247.53,"23,009,600","3,399,510,016"
2015年3月29日,252.74,253.14,240.85,242.71,"21,699,400","3,536,570,112"
2015年3月28日,246.98,254.21,246.98,252.8,"16,040,900","3,454,980,096"
2015年3月27日,248.57,256.81,245.21,247.03,"17,274,900","3,476,179,968"
2015年3月26日,246.28,254.35,244.9,248.53,"25,730,000","3,443,229,952"
2015年3月25日,247.47,249.19,236.51,246.2,"35,866,900","3,458,949,888"
2015年3月24日,266.58,267,244.15,245.6,"40,073,700","3,724,829,952"
2015年3月23日,267.89,277.3,261.74,266.74,"22,811,900","3,742,289,920"
2015年3月22日,259.92,269.75,259.59,267.96,"18,438,100","3,629,920,000"
2015年3月21日,261.64,262.2,255.65,260.02,"17,130,100","3,653,040,128"
2015年3月20日,260.96,264.85,259.16,261.75,"18,456,700","3,642,550,016"
2015年3月19日,255.88,264.24,248.64,260.93,"52,732,000","3,570,820,096"
2015年3月18日,285.07,285.34,249.87,256.3,"57,008,000","3,977,029,888"
2015年3月17日,290.6,292.36,284.37,285.51,"21,497,200","4,053,230,080"
2015年3月16日,285.68,294.11,285.68,290.59,"21,516,100","3,983,759,872"
2015年3月15日,281.42,286.53,281,286.39,"11,970,100","3,923,350,016"
2015年3月14日,284.44,286.34,280.98,281.89,"22,612,300","3,964,470,016"
2015年3月13日,294.12,294.5,285.34,285.34,"31,421,500","4,098,249,984"
2015年3月12日,296.13,297.09,292.41,294.35,"32,585,200","4,125,289,984"
2015年3月11日,291.52,297.39,290.51,296.38,"33,963,900","4,060,029,952"
2015年3月10日,289.86,300.04,289.74,291.76,"67,770,800","4,035,790,080"
2015年3月9日,274.81,292.7,273.89,289.61,"59,178,200","3,825,250,048"
2015年3月8日,276.43,277.86,272.57,274.35,"22,067,900","3,846,749,952"
2015年3月7日,272.29,277.85,270.13,276.26,"17,825,900","3,788,189,952"
2015年3月6日,275.6,277.61,270.02,272.72,"28,918,900","3,833,159,936"
2015年3月5日,272.74,281.67,264.77,276.18,"41,302,400","3,792,480,000"
2015年3月4日,281.99,284.23,268.13,273.09,"41,383,000","3,920,130,048"
2015年3月3日,275.05,285.8,268.16,281.7,"50,461,300","3,822,510,080"
2015年3月2日,260.36,276.3,258.31,275.67,"40,465,700","3,617,339,904"
2015年3月1日,254.28,261.66,245.93,260.2,"25,213,700","3,532,049,920"
2015年2月28日,253.52,254.69,249.48,254.26,"13,949,300","3,520,560,128"
2015年2月27日,236.44,256.65,236.44,253.83,"44,013,900","3,282,409,984"
2015年2月26日,237.34,237.71,234.26,236.43,"13,619,400","3,294,030,080"
2015年2月25日,238.89,239.34,235.53,237.47,"11,496,200","3,314,639,872"
2015年2月24日,239,239.9,236.4,238.74,"14,200,400","3,315,369,984"
2015年2月23日,235.99,240.11,232.42,238.89,"16,400,000","3,272,880,128"
2015年2月22日,244.54,246.39,233.85,235.98,"19,527,000","3,390,510,080"
2015年2月21日,243.75,255.32,243.18,244.53,"12,284,200","3,378,660,096"
2015年2月20日,240.25,247.1,239.3,243.78,"23,876,700","3,329,189,888"
2015年2月19日,236.41,242.67,235.59,240.28,"18,270,500","3,274,980,096"
2015年2月18日,243.78,244.25,232.34,236.33,"25,200,800","3,376,059,904"
2015年2月17日,233.42,245.77,232.31,243.61,"27,363,100","3,231,749,888"
2015年2月16日,234.82,239.52,229.02,233.84,"28,153,700","3,250,240,000"
2015年2月15日,257.51,265.61,227.68,234.82,"56,552,400","3,563,290,112"
2015年2月14日,235.53,259.81,235.53,257.32,"49,732,500","3,258,210,048"
2015年2月13日,221.97,240.26,221.26,235.43,"42,744,400","3,069,829,888"
2015年2月12日,219.21,222.2,217.61,221.76,"15,206,200","3,030,990,080"
2015年2月11日,219.73,223.41,218.07,219.18,"17,201,900","3,037,370,112"
2015年2月10日,220.28,221.81,215.33,219.84,"21,115,100","3,044,179,968"
2015年2月9日,223.39,223.98,217.02,220.11,"27,791,300","3,086,220,032"
2015年2月8日,227.69,229.44,221.08,223.41,"17,145,200","3,144,920,064"
2015年2月7日,222.63,230.3,222.61,227.75,"21,604,200","3,074,139,904"
2015年2月6日,216.92,230.51,216.23,222.27,"24,435,300","2,994,350,080"
2015年2月5日,227.66,239.4,214.73,217.11,"22,516,400","3,141,730,048"
2015年2月4日,227.51,230.06,221.11,226.85,"26,594,300","3,138,700,032"
2015年2月3日,237.45,245.96,224.48,227.27,"40,783,700","3,275,109,888"
2015年2月2日,226.49,242.18,222.66,238.23,"30,612,100","3,123,010,048"
2015年2月1日,216.87,231.57,212.01,226.97,"29,128,500","2,989,459,968"
2015年1月31日,226.44,233.5,216.31,217.46,"23,348,200","3,120,489,984"
2015年1月30日,232.77,242.85,225.84,226.43,"26,605,200","3,206,939,904"
2015年1月29日,233.35,238.71,220.71,233.51,"32,213,400","3,213,920,000"
2015年1月28日,263.35,266.54,227.05,233.91,"44,352,200","3,626,050,048"
2015年1月27日,273.17,275.48,250.65,263.48,"44,399,000","3,760,209,920"
2015年1月26日,254.08,309.38,254.08,273.47,"106,794,000","3,496,649,984"
2015年1月25日,247.35,255.07,243.89,253.72,"33,582,700","3,403,300,096"
2015年1月24日,232.7,248.21,230.02,247.85,"24,782,500","3,200,969,984"
2015年1月23日,233.52,234.85,225.2,232.88,"24,621,700","3,211,490,048"
2015年1月22日,227.32,237.02,226.43,233.41,"33,544,600","3,125,519,872"
2015年1月21日,211.38,227.79,211.21,226.9,"29,924,600","2,905,520,128"
2015年1月20日,212.91,215.24,205.15,211.32,"24,051,100","2,925,910,016"
2015年1月19日,211.47,216.73,207.32,214.86,"18,658,300","2,905,410,048"
2015年1月18日,200.05,218.7,194.51,210.34,"30,085,100","2,747,729,920"
2015年1月17日,207.83,211.73,194.88,199.26,"23,469,700","2,853,929,984"
2015年1月16日,209.07,221.59,199.77,208.1,"38,421,000","2,870,180,096"
2015年1月15日,176.9,229.07,176.9,209.84,"81,773,504","2,427,830,016"
2015年1月14日,223.89,223.89,171.51,178.1,"97,638,704","3,072,019,968"
2015年1月13日,267.39,268.28,219.91,225.86,"72,843,904","3,668,039,936"
2015年1月12日,266.15,272.2,265.2,267.8,"18,880,300","3,649,969,920"
2015年1月11日,274.61,279.64,265.04,265.66,"18,200,800","3,764,960,000"
2015年1月10日,287.3,288.13,273.97,274.8,"15,264,300","3,937,989,888"
2015年1月9日,282.38,291.11,280.53,290.41,"18,718,600","3,869,530,112"
2015年1月8日,294.14,294.14,282.17,283.35,"19,982,500","4,029,489,920"
2015年1月7日,286.08,298.75,283.08,294.34,"24,866,800","3,918,089,984"
2015年1月6日,274.61,287.55,272.7,286.19,"23,245,700","3,759,970,048"
2015年1月5日,265.08,278.34,265.08,274.47,"43,962,800","3,628,489,984"
2015年1月4日,281.15,287.23,257.61,264.2,"55,629,100","3,847,150,080"
2015年1月3日,314.85,315.15,281.08,281.08,"33,054,400","4,307,010,048"
2015年1月2日,314.08,315.84,313.57,315.03,"7,860,650","4,295,209,984"
2015年1月1日,320.43,320.43,314,314.25,"8,036,550","4,380,819,968"
2014年12月31日,310.91,320.19,310.21,320.19,"13,942,900","4,249,479,936"
2014年12月30日,312.72,314.81,309.37,310.74,"12,528,300","4,272,940,032"
2014年12月29日,317.7,320.27,312.31,312.67,"12,302,500","4,339,700,224"
2014年12月28日,316.16,320.03,311.08,317.24,"11,676,600","4,317,320,192"
2014年12月27日,327.58,328.91,312.63,315.86,"15,185,200","4,472,050,176"
2014年12月26日,319.15,331.42,316.63,327.92,"16,410,500","4,355,749,888"
2014年12月25日,322.29,322.67,316.96,319.01,"9,883,640","4,397,250,048"
2014年12月24日,334.39,334.74,321.36,322.53,"15,092,300","4,561,039,872"
2014年12月23日,332.02,336.29,329.6,334.57,"16,574,200","4,527,490,048"
2014年12月22日,321.07,334.12,320.42,331.89,"22,315,100","4,376,889,856"
2014年12月21日,329.54,329.63,318.9,320.84,"15,207,600","4,491,319,808"
2014年12月20日,317.62,330.33,316.04,329.96,"20,856,700","4,327,750,144"
2014年12月19日,311.18,318.53,306.77,317.84,"23,823,100","4,238,929,920"
2014年12月18日,319.79,323.71,304.23,311.4,"39,173,000","4,355,140,096"
2014年12月17日,326.86,333.95,315.15,319.78,"37,567,900","4,450,379,776"
2014年12月16日,345.67,345.86,327.06,327.06,"30,864,900","4,705,370,112"
2014年12月15日,351.36,351.82,344.93,345.35,"17,264,200","4,781,559,808"
2014年12月14日,346.73,353.32,345.42,351.63,"12,415,200","4,717,270,016"
2014年12月13日,352.38,352.38,346.59,347.38,"11,675,900","4,792,869,888"
2014年12月12日,350.83,352.98,349.29,352.54,"16,989,800","4,770,619,904"
2014年12月11日,344.34,361.36,338.76,350.51,"32,431,300","4,681,039,872"
2014年12月10日,352.2,352.38,346.36,346.36,"16,427,700","4,786,699,776"
2014年12月9日,361.89,363.07,344.95,352.22,"32,915,500","4,917,109,760"
2014年12月8日,374.96,376.03,361.89,361.91,"18,898,700","5,093,179,904"
2014年12月7日,374.84,376.29,373.27,375.1,"6,491,650","5,090,240,000"
2014年12月6日,376.76,378.45,370.95,374.79,"7,009,320","5,115,039,744"
2014年12月5日,369.44,379.19,365.76,376.85,"15,181,800","5,014,289,920"
2014年12月4日,375.72,378.65,367.76,369.6,"14,529,600","5,098,100,224"
2014年12月3日,381.72,383.03,374.35,375.01,"13,340,100","5,178,449,920"
2014年12月2日,379.25,384.04,377.86,381.32,"12,364,100","5,143,499,776"
2014年12月1日,378.25,383.66,376.67,379.24,"11,763,000","5,128,699,904"
2014年11月30日,375.51,382.53,373.31,378.05,"9,194,440","5,090,059,776"
2014年11月29日,376.15,387.6,372.14,375.49,"15,375,600","5,097,280,000"
2014年11月28日,369.37,382.84,358.45,376.45,"22,946,500","5,004,049,920"
2014年11月27日,370.5,373.99,368.28,369.67,"8,748,030","5,018,039,808"
2014年11月26日,376.02,377.7,365.82,368.37,"18,601,700","5,091,480,064"
2014年11月25日,376.89,394.7,374.78,375.35,"25,442,200","5,101,969,920"
2014年11月24日,366.95,387.21,366.67,376.9,"30,930,100","4,966,080,000"
2014年11月23日,353.17,370.85,353.17,367.57,"15,151,600","4,778,440,192"
2014年11月22日,351.6,364.84,350.88,352.92,"15,273,000","4,755,829,760"
2014年11月21日,357.88,357.88,344.11,350.85,"29,850,100","4,839,569,920"
2014年11月20日,380.31,382.02,356.78,357.84,"25,233,200","5,141,550,080"
2014年11月19日,373.9,386.48,373.9,380.55,"18,931,800","5,053,559,808"
2014年11月18日,387.79,392.4,371.12,375.2,"32,222,500","5,239,790,080"
2014年11月17日,388.35,410.2,377.5,387.41,"41,518,800","5,246,000,128"
2014年11月16日,374.73,390.8,374.6,387.88,"11,905,600","5,060,639,744"
2014年11月15日,399.65,405.53,371.01,376.13,"15,727,500","5,395,769,856"
2014年11月14日,418.42,419.25,384.79,397.82,"29,589,200","5,647,540,224"
2014年11月13日,427.27,457.09,401.12,420.73,"58,945,000","5,765,519,872"
2014年11月12日,367.98,429.72,367.98,423.56,"45,783,200","4,964,149,760"
2014年11月11日,365.86,371.31,363.73,367.7,"15,838,900","4,934,269,952"
2014年11月10日,362.27,374.82,357.56,366.92,"30,450,100","4,884,490,240"
2014年11月9日,345.38,363.63,344.26,363.26,"24,205,600","4,655,479,808"
2014年11月8日,342.15,347.03,342.15,345.49,"8,535,470","4,610,749,952"
2014年11月7日,349.82,352.73,341.78,342.42,"16,834,200","4,712,699,904"
2014年11月6日,339.46,352.97,338.42,349.29,"18,797,000","4,571,829,760"
2014年11月5日,330.68,343.37,330.68,339.49,"19,817,200","4,452,510,208"
2014年11月4日,327.16,331.77,325.08,330.49,"15,655,500","4,403,749,888"
2014年11月3日,325.57,334,325.48,327.55,"12,948,500","4,380,950,016"
2014年11月2日,326.08,329.05,320.63,325.89,"8,603,620","4,386,500,096"
2014年11月1日,338.65,340.53,321.05,325.75,"16,677,200","4,554,319,872"
2014年10月31日,345.01,348.05,337.14,338.32,"12,545,400","4,638,210,048"
2014年10月30日,335.71,350.91,335.07,345.3,"30,177,900","4,511,759,872"
2014年10月29日,357.09,357.83,335.34,335.59,"18,192,700","4,797,700,096"
2014年10月28日,353.21,359.98,352.68,357.62,"7,845,880","4,744,450,048"
2014年10月27日,354.78,358.63,349.81,352.99,"13,033,000","4,764,020,224"
2014年10月26日,347.49,359.22,343.93,354.7,"11,272,500","4,665,039,872"
2014年10月25日,358.61,359.86,342.88,347.27,"18,127,500","4,812,989,952"
2014年10月24日,358.59,364.35,353.3,358.35,"15,585,700","4,811,290,112"
2014年10月23日,382.96,385.05,356.45,358.42,"26,456,900","5,136,829,952"
2014年10月22日,386.12,388.58,382.25,383.16,"11,641,300","5,177,639,936"
2014年10月21日,382.42,392.65,380.83,386.48,"14,188,900","5,126,589,952"
2014年10月20日,389.23,390.08,378.25,382.85,"16,419,000","5,216,560,128"
2014年10月19日,391.25,393.94,386.46,389.55,"5,914,570","5,242,370,048"
2014年10月18日,383.98,395.16,378.97,391.44,"11,416,800","5,143,260,160"
2014年10月17日,382.76,385.48,375.39,383.76,"13,600,700","5,125,579,776"
2014年10月16日,394.52,398.81,373.07,382.56,"26,990,000","5,281,630,208"
2014年10月15日,400.95,402.23,388.77,394.77,"25,267,100","5,366,289,920"
2014年10月14日,391.69,411.7,391.32,400.87,"38,491,500","5,241,030,144"
2014年10月13日,377.92,397.23,368.9,390.41,"35,221,400","5,055,289,856"
2014年10月12日,362.61,379.43,356.14,378.55,"17,552,800","4,849,070,080"
2014年10月11日,361.36,367.19,355.95,362.3,"13,345,200","4,831,159,808"
2014年10月10日,364.69,375.07,352.96,361.56,"43,665,700","4,874,189,824"
2014年10月9日,352.75,382.73,347.69,365.03,"83,641,104","4,713,319,936"
2014年10月8日,336.12,354.36,327.19,352.94,"54,736,300","4,489,869,824"
2014年10月7日,330.58,339.25,320.48,336.19,"49,199,900","4,414,879,744"
2014年10月6日,320.39,345.13,302.56,330.08,"79,011,800","4,277,430,016"
2014年10月5日,328.92,341.8,289.3,320.51,"83,308,096","4,389,890,048"
2014年10月4日,359.89,364.49,325.89,328.87,"47,236,500","4,801,920,000"
2014年10月3日,375.18,377.7,357.86,359.51,"30,901,200","5,004,539,904"
2014年10月2日,383.99,385.5,372.95,375.07,"21,777,700","5,120,699,904"
2014年10月1日,387.43,391.38,380.78,383.61,"26,229,400","5,165,060,096"
2014年9月30日,376.09,390.98,373.44,386.94,"34,707,300","5,012,449,792"
2014年9月29日,376.93,385.21,372.24,375.47,"32,497,700","5,022,360,064"
2014年9月28日,399.47,401.02,374.33,377.18,"23,613,300","5,321,419,776"
2014年9月27日,403.56,406.62,397.37,399.52,"15,029,300","5,374,499,840"
2014年9月26日,411.43,414.94,400.01,404.42,"21,460,800","5,477,969,920"
2014年9月25日,423.16,423.52,409.47,411.57,"26,814,400","5,632,260,096"
2014年9月24日,435.75,436.11,421.13,423.2,"30,627,700","5,798,219,776"
2014年9月23日,402.09,441.56,396.2,435.79,"45,099,500","5,348,839,936"
2014年9月22日,399.1,406.92,397.13,402.15,"24,127,600","5,307,360,256"
2014年9月21日,408.08,412.43,393.18,398.82,"26,580,100","5,425,180,160"
2014年9月20日,394.67,423.3,389.88,408.9,"36,863,600","5,245,150,208"
2014年9月19日,424.1,427.83,384.53,394.8,"37,919,700","5,634,440,192"
2014年9月18日,456.86,456.86,413.1,424.44,"34,483,200","6,067,610,112"
2014年9月17日,465.86,468.17,452.42,457.33,"21,056,800","6,185,010,176"
2014年9月16日,474.86,475.64,465.13,466.06,"16,797,300","6,302,439,936"
2014年9月15日,477.77,478.62,474.02,475.37,"15,345,200","6,339,089,920"
2014年9月14日,479.12,479.85,476.12,477.89,"13,105,500","6,355,140,096"
2014年9月13日,477.79,482.12,475.1,479,"15,588,000","6,335,399,936"
2014年9月12日,479.58,479.63,473.01,477.75,"15,437,200","6,357,289,984"
2014年9月11日,479.62,482.35,474.61,479.75,"16,852,900","6,355,700,224"
2014年9月10日,475.48,487.47,475.14,479.36,"22,787,800","6,299,069,952"
2014年9月9日,474.88,477.38,467.78,475.26,"21,447,800","6,289,350,144"
2014年9月8日,481.81,489.83,468.79,474.6,"30,238,000","6,379,409,920"
2014年9月7日,485.13,488.07,482.28,482.28,"8,994,050","6,421,459,968"
2014年9月6日,483.34,488.6,483,484.83,"10,601,400","6,395,630,080"
2014年9月5日,489.67,490.64,481.61,483.34,"15,302,500","6,477,530,112"
2014年9月4日,477.68,493.93,477.09,489.66,"26,081,400","6,317,100,032"
2014年9月3日,476.87,481.71,476.21,477.59,"13,342,200","6,304,370,176"
2014年9月2日,474.48,482.99,472.32,477.43,"23,337,900","6,270,969,856"
2014年9月1日,477.79,485.31,471.91,474.88,"20,432,000","6,313,119,744"
2014年8月31日,502.9,504.88,474.81,477.76,"44,632,300","6,642,630,144"
2014年8月30日,508.59,509.31,501.64,504.25,"9,424,070","6,715,420,160"
2014年8月29日,508.42,511.7,503.82,508.52,"17,624,800","6,711,079,936"
2014年8月28日,510.88,516.16,506.88,507.82,"19,862,000","6,741,320,192"
2014年8月27日,512.19,520.71,510.92,511.15,"22,648,500","6,756,340,224"
2014年8月26日,502.54,512.69,502.54,511.57,"23,235,100","6,626,970,112"
2014年8月25日,508.22,508.22,499.23,502.5,"18,356,700","6,700,089,856"
2014年8月24日,498.29,512.89,497.35,508.29,"19,441,700","6,567,300,096"
2014年8月23日,513.39,514.3,492.11,498.08,"25,171,900","6,764,340,224"
2014年8月22日,517.58,521.48,501.27,514.04,"36,563,900","6,817,460,224"
2014年8月21日,510.45,531.9,510.45,517.24,"49,444,200","6,721,410,048"
2014年8月20日,485.07,518.28,467.51,511.98,"46,527,600","6,385,229,824"
2014年8月19日,461.48,485.71,455.54,485.24,"38,422,400","6,072,520,192"
2014年8月18日,491.51,499.37,443.85,461.46,"50,783,800","6,465,209,856"
2014年8月17日,519.14,520.19,483.63,491.8,"24,300,900","6,826,520,064"
2014年8月16日,497.83,521.47,487.74,519.71,"22,832,500","6,544,249,856"
2014年8月15日,511.14,518.18,487.93,497.01,"25,598,300","6,717,150,208"
2014年8月14日,546.18,546.24,498.73,505.97,"35,803,900","7,175,190,016"
2014年8月13日,570.38,573.03,532.67,546.66,"25,777,500","7,490,990,080"
2014年8月12日,576.51,576.95,566.59,569.64,"13,978,200","7,569,070,080"
2014年8月11日,591.28,591.51,574.05,576.37,"14,764,200","7,760,289,792"
2014年8月10日,589.17,594.46,587.94,591.06,"7,555,310","7,729,999,872"
2014年8月9日,592.47,592.47,587.63,589.37,"7,922,070","7,770,549,760"
2014年8月8日,588.88,598.12,588.79,592.58,"11,072,000","7,721,090,048"
2014年8月7日,584.65,591.1,584.05,588.87,"11,131,400","7,663,289,856"
2014年8月6日,585.95,587.49,583.1,584.65,"14,497,900","7,678,040,064"
2014年8月5日,589.01,589.86,584.1,585.44,"10,790,800","7,716,120,064"
2014年8月4日,586.23,591.95,583.74,588.78,"9,867,570","7,677,850,112"
2014年8月3日,588.89,589.15,581.65,586.67,"9,917,990","7,710,419,968"
2014年8月2日,594.9,594.91,586.16,589.33,"8,359,080","7,786,619,904"
2014年8月1日,586.2,597.92,583.63,594.92,"18,215,900","7,670,499,840"
2014年7月31日,567.37,586.23,564.51,586.23,"22,467,900","7,421,870,080"
2014年7月30日,584.74,585.12,564.9,567.29,"14,898,800","7,646,629,888"
2014年7月29日,585.55,588.39,581.7,584.72,"11,275,400","7,655,040,000"
2014年7月28日,594.14,594.57,575.18,585.69,"19,316,400","7,765,040,128"
2014年7月27日,595.67,598.94,593.43,593.85,"7,774,230","7,782,830,080"
2014年7月26日,601.54,602.09,593.96,595.81,"10,752,900","7,857,509,888"
2014年7月25日,601.51,607.07,597.23,601.09,"12,279,500","7,854,660,096"
2014年7月24日,619.5,620.43,595.57,601.73,"20,917,200","8,087,289,856"
2014年7月23日,621.12,624.43,618.29,619.41,"11,056,600","8,106,259,968"
2014年7月22日,622.27,624.3,620.96,621.55,"9,602,880","8,119,059,968"
2014年7月21日,623.95,624.09,619.11,622.21,"10,711,900","8,138,520,064"
2014年7月20日,628.56,628.56,622.78,623.9,"5,760,120","8,196,210,176"
2014年7月19日,629.17,629.17,624.6,628.52,"7,222,030","8,201,339,904"
2014年7月18日,622.37,629.21,620.47,628.78,"14,158,100","8,110,060,032"
2014年7月17日,616.54,626.29,608.4,623.09,"16,576,700","8,031,439,872"
2014年7月16日,622.01,623.09,615.33,616.8,"13,182,400","8,100,510,208"
2014年7月15日,620,625.14,619.64,621.59,"10,873,200","8,071,770,112"
2014年7月14日,626.56,627.34,617.32,619.32,"12,706,800","8,155,140,096"
2014年7月13日,634.22,634.73,624.91,626.5,"11,291,000","8,252,239,872"
2014年7月12日,631.88,636.66,626.98,633.71,"13,329,000","8,219,369,984"
2014年7月11日,616.66,632.09,615.77,632,"16,467,100","8,018,999,808"
2014年7月10日,624.83,626.12,612.35,616.76,"15,880,700","8,122,829,824"
2014年7月9日,625.22,627,622.6,624.51,"9,819,150","8,125,369,856"
2014年7月8日,622.57,626.7,620.91,624.82,"10,005,500","8,088,589,824"
2014年7月7日,635.46,637.16,617.01,624.09,"17,813,600","8,253,709,824"
2014年7月6日,631.77,638.65,631.16,635.81,"10,080,000","8,203,530,240"
2014年7月5日,629.95,633.22,628,631.46,"9,105,940","8,177,489,920"
2014年7月4日,644.65,648.43,629.4,630.69,"22,237,200","8,365,570,048"
2014年7月3日,650.77,650.77,641.3,645.16,"18,949,000","8,442,769,920"
2014年7月2日,641.04,656.68,638.34,650.88,"25,768,200","8,314,310,144"
