日付,開始価格,最高価格,最低価格,終値,ボリューム,時価総額
2017年4月27日,"1,281.88","1,319.70","1,281.30","1,317.73","449,196,992","20,889,200,640"
2017年4月26日,"1,265.99","1,294.83","1,265.93","1,281.08","329,631,008","20,627,900,416"
2017年4月25日,"1,250.45","1,267.58","1,249.97","1,265.49","242,556,000","20,372,299,776"
2017年4月24日,"1,209.63","1,250.94","1,209.63","1,250.15","235,806,000","19,705,399,296"
2017年4月23日,"1,231.92","1,232.20","1,203.94","1,207.21","258,951,008","20,066,199,552"
2017年4月22日,"1,222.71","1,235.56","1,208.47","1,231.71","249,320,000","19,913,900,032"
2017年4月21日,"1,229.42","1,235.94","1,215.56","1,222.05","272,167,008","20,020,699,136"
2017年4月20日,"1,211.08","1,240.79","1,208.41","1,229.08","315,108,000","19,719,899,136"
2017年4月19日,"1,212.13","1,215.51","1,205.08","1,210.29","288,060,992","19,734,800,384"
2017年4月18日,"1,193.77","1,217.57","1,193.77","1,211.67","270,524,000","19,433,799,680"
2017年4月17日,"1,183.25","1,194.90","1,172.65","1,193.91","253,206,000","19,260,499,968"
2017年4月16日,"1,172.61","1,187.22","1,172.61","1,182.94","183,231,008","19,085,099,008"
2017年4月15日,"1,167.30","1,188.00","1,164.96","1,172.52","203,559,008","18,996,500,480"
2017年4月14日,"1,170.33","1,190.80","1,159.79","1,167.54","254,827,008","19,043,799,040"
2017年4月13日,"1,201.02","1,205.89","1,156.44","1,169.28","351,968,992","19,541,299,200"
2017年4月12日,"1,204.81","1,207.14","1,196.76","1,200.37","288,702,016","19,600,799,744"
2017年4月11日,"1,187.46","1,208.07","1,187.46","1,205.01","216,182,000","19,316,000,768"
2017年4月10日,"1,187.30","1,190.34","1,179.04","1,187.13","215,883,008","19,311,200,256"
2017年4月9日,"1,176.57","1,197.21","1,171.86","1,187.87","242,343,008","19,134,400,512"
2017年4月8日,"1,172.65","1,184.98","1,162.58","1,175.95","209,312,000","19,068,600,320"
2017年4月7日,"1,178.94","1,186.58","1,163.39","1,176.90","317,022,016","19,168,499,712"
2017年4月6日,"1,125.81","1,188.37","1,125.81","1,182.68","511,222,016","18,302,599,168"
2017年4月5日,"1,134.14","1,135.09","1,113.63","1,124.78","414,784,000","18,435,700,736"
2017年4月4日,"1,145.52","1,156.44","1,120.52","1,133.25","436,310,016","18,619,000,832"
2017年4月3日,"1,102.95","1,151.74","1,102.95","1,143.81","580,444,032","17,924,599,808"
2017年4月2日,"1,080.61","1,107.59","1,075.45","1,102.17","514,187,008","17,559,400,448"
2017年4月1日,"1,071.71","1,091.72","1,061.09","1,080.50","289,633,984","17,412,999,168"
2017年3月31日,"1,026.64","1,074.92","1,026.64","1,071.79","447,287,008","16,679,000,064"
2017年3月30日,"1,042.21","1,049.29","1,020.04","1,026.43","352,968,992","16,929,800,192"
2017年3月29日,"1,046.08","1,055.13","1,015.88","1,039.97","298,457,984","16,990,900,224"
2017年3月28日,"1,044.58","1,064.65","1,027.73","1,047.15","326,332,000","16,964,500,480"
2017年3月27日,972.05,"1,046.40",971.98,"1,045.77","372,535,008","15,784,999,936"
2017年3月26日,974.02,"1,007.96",954.19,966.72,"303,668,000","15,814,800,384"
2017年3月25日,936.54,975.76,903.71,972.78,"435,803,008","15,204,800,512"
2017年3月24日,"1,038.45","1,040.47",934.36,937.52,"491,038,016","16,856,999,936"
2017年3月23日,"1,050.05","1,058.01","1,028.93","1,038.59","248,540,000","17,043,399,680"
2017年3月22日,"1,120.65","1,120.65","1,014.21","1,049.14","380,840,992","18,187,100,160"
2017年3月21日,"1,055.36","1,122.43","1,055.36","1,120.54","337,391,008","17,125,600,256"
2017年3月20日,"1,037.24","1,063.03","1,036.68","1,054.23","286,529,984","16,829,800,448"
2017年3月19日,976.73,"1,069.91",976.73,"1,036.74","406,648,000","15,845,999,616"
2017年3月18日,"1,099.69","1,114.07",957.66,973.82,"621,302,016","17,838,700,544"
2017年3月17日,"1,180.16","1,180.16","1,099.57","1,100.23","706,598,976","19,141,799,936"
2017年3月16日,"1,251.33","1,257.98","1,152.44","1,187.81","638,568,000","20,293,699,584"
2017年3月15日,"1,240.16","1,251.61","1,239.75","1,249.61","297,804,992","20,110,399,488"
2017年3月14日,"1,232.16","1,244.81","1,220.72","1,240.00","245,306,000","19,978,199,040"
2017年3月13日,"1,221.78","1,237.37","1,217.03","1,231.92","380,276,992","19,807,700,992"
2017年3月12日,"1,176.62","1,226.98","1,175.36","1,221.38","227,176,000","19,073,300,480"
2017年3月11日,"1,116.32","1,193.83","1,116.32","1,175.83","283,320,000","18,093,699,072"
2017年3月10日,"1,189.36","1,270.47","1,077.25","1,116.72","563,795,968","19,275,300,864"
2017年3月9日,"1,150.35","1,197.46","1,141.23","1,188.49","212,283,008","18,640,900,096"
2017年3月8日,"1,223.23","1,232.16","1,148.08","1,150.00","332,603,008","19,819,800,576"
2017年3月7日,"1,273.21","1,275.55","1,204.80","1,223.54","291,256,000","20,627,099,648"
2017年3月6日,"1,267.47","1,276.00","1,264.60","1,272.83","153,656,992","20,531,900,416"
2017年3月5日,"1,254.29","1,267.29","1,238.06","1,267.12","134,127,000","20,316,000,256"
2017年3月4日,"1,277.43","1,279.40","1,230.51","1,255.15","183,270,000","20,688,799,744"
2017年3月3日,"1,250.71","1,280.31","1,250.71","1,274.99","315,739,008","20,253,700,096"
2017年3月2日,"1,224.68","1,262.13","1,215.62","1,251.01","368,275,008","19,829,800,960"
2017年3月1日,"1,180.04","1,222.50","1,179.69","1,222.50","229,056,992","19,104,800,768"
2017年2月28日,"1,180.72","1,193.25","1,171.82","1,179.97","184,956,000","19,113,598,976"
2017年2月27日,"1,163.78","1,181.98","1,163.38","1,179.97","131,570,000","18,837,299,200"
2017年2月26日,"1,144.27","1,167.47","1,130.20","1,165.20","116,486,000","18,518,900,736"
2017年2月25日,"1,170.41","1,174.85","1,124.59","1,143.84","139,960,992","18,939,500,544"
2017年2月24日,"1,172.71","1,200.39","1,131.96","1,173.68","330,759,008","18,974,400,512"
2017年2月23日,"1,117.27","1,176.62","1,116.96","1,166.72","189,454,000","18,075,199,488"
2017年2月22日,"1,114.80","1,125.39","1,100.55","1,117.44","136,100,000","18,033,399,808"
2017年2月21日,"1,079.28","1,117.25","1,076.93","1,115.30","186,868,992","17,456,900,096"
2017年2月20日,"1,048.69","1,080.49","1,041.69","1,079.98","109,478,000","16,960,199,680"
2017年2月19日,"1,054.76","1,056.81","1,043.46","1,047.87","77,423,296","17,056,600,064"
2017年2月18日,"1,049.21","1,061.10","1,046.96","1,054.42","99,073,504","16,964,800,512"
2017年2月17日,"1,026.12","1,053.17","1,025.64","1,046.21","136,474,000","16,589,599,744"
2017年2月16日,"1,007.65","1,033.37","1,007.65","1,027.44","122,277,000","16,289,099,776"
2017年2月15日,"1,006.21","1,008.84","1,001.58","1,007.48","89,759,400","16,264,099,840"
2017年2月14日,991.73,"1,011.51",986.47,"1,004.55","137,946,000","16,028,000,256"
2017年2月13日,998.89,"1,002.10",976,990.64,"100,607,000","16,141,500,416"
2017年2月12日,"1,003.52","1,004.76",996.92,999.18,"67,530,000","16,214,700,032"
2017年2月11日,988.9,"1,009.29",982.83,"1,004.45","102,261,000","15,976,699,904"
2017年2月10日,995.63,998.91,946.69,988.67,"190,452,000","16,083,600,384"
2017年2月9日,"1,064.70","1,088.99",953.34,994.38,"407,220,000","17,197,099,008"
2017年2月8日,"1,062.32","1,078.97","1,037.49","1,063.07","201,855,008","17,156,700,160"
2017年2月7日,"1,040.14","1,061.93","1,040.14","1,061.35","146,007,008","16,796,600,320"
2017年2月6日,"1,028.40","1,044.64","1,028.16","1,038.15","111,762,000","16,605,400,064"
2017年2月5日,"1,043.52","1,043.63","1,022.37","1,027.34","114,208,000","16,847,399,936"
2017年2月4日,"1,031.33","1,045.90","1,015.16","1,042.90","155,064,000","16,648,800,256"
2017年2月3日,"1,011.46","1,033.87","1,008.79","1,029.91","201,278,000","16,326,099,968"
2017年2月2日,990,"1,013.52",983.22,"1,011.80","145,820,992","15,977,799,680"
2017年2月1日,970.94,989.11,970.74,989.02,"150,110,000","15,667,900,416"
2017年1月31日,920.96,972.02,920.96,970.4,"164,582,000","14,859,700,224"
2017年1月30日,920.15,923.05,919.47,920.38,"78,227,296","14,844,900,352"
2017年1月29日,922.07,923.42,919.15,919.5,"60,851,700","14,874,000,384"
2017年1月28日,919.81,923.91,919.81,921.59,"68,979,600","14,835,800,064"
2017年1月27日,918.36,923.22,915.85,919.75,"125,594,000","14,810,399,744"
2017年1月26日,902.4,919.33,902.22,917.59,"131,958,000","14,551,199,744"
2017年1月25日,891.92,903.25,891.69,901.54,"120,831,000","14,380,699,648"
2017年1月24日,910.68,924.15,892.29,892.69,"111,349,000","14,681,400,320"
2017年1月23日,925.5,928.27,916.74,921.01,"73,588,600","14,918,800,384"
2017年1月22日,922.21,937.53,897.56,924.67,"116,573,000","14,863,599,616"
2017年1月21日,895.55,927.37,895.53,921.79,"111,158,000","14,432,000,000"
2017年1月20日,898.17,899.4,887.01,895.03,"86,728,400","14,472,099,840"
2017年1月19日,888.34,904.61,884.34,899.07,"105,625,000","14,311,700,480"
2017年1月18日,909.37,917.5,858.3,886.62,"225,676,992","14,648,899,584"
2017年1月17日,830.95,910.56,830.8,907.94,"155,095,008","13,383,900,160"
2017年1月16日,821.78,834.53,820.27,831.53,"82,755,200","13,234,599,936"
2017年1月15日,818.14,823.31,812.87,821.8,"71,013,600","13,174,299,648"
2017年1月14日,825.14,835.09,812.46,818.41,"93,063,296","13,285,199,872"
2017年1月13日,803.74,829,780,823.98,"168,968,000","12,939,100,160"
2017年1月12日,775.18,826.25,755.76,804.83,"222,326,000","12,477,599,744"
2017年1月11日,908.11,919.45,762.77,777.76,"310,928,992","14,615,700,480"
2017年1月10日,902.44,914.87,901.06,907.68,"115,808,000","14,522,600,448"
2017年1月9日,913.24,913.69,879.81,902.83,"141,876,992","14,694,899,712"
2017年1月8日,908.17,942.72,887.25,911.2,"158,715,008","14,611,399,680"
2017年1月7日,903.49,908.59,823.56,908.59,"279,550,016","14,534,400,000"
2017年1月6日,"1,014.24","1,046.81",883.94,902.2,"351,876,000","16,314,099,712"
2017年1月5日,"1,156.73","1,191.10",910.42,"1,013.38","510,199,008","18,603,999,232"
2017年1月4日,"1,044.40","1,159.42","1,044.40","1,154.73","344,945,984","16,795,400,192"
2017年1月3日,"1,021.60","1,044.08","1,021.60","1,043.84","185,168,000","16,426,600,448"
2017年1月2日,998.62,"1,031.39",996.7,"1,021.75","222,184,992","16,055,100,416"
2017年1月1日,963.66,"1,003.08",958.7,998.33,"147,775,008","15,491,200,000"
2016年12月31日,960.63,963.74,947.24,963.74,"99,135,104","15,440,700,416"
2016年12月30日,972.53,972.53,934.83,961.24,"187,474,000","15,630,199,808"
2016年12月29日,975.13,979.4,954.5,973.5,"199,320,000","15,669,999,616"
2016年12月28日,934.83,975.92,934.83,975.92,"236,630,000","15,020,499,968"
2016年12月27日,908.35,940.05,904.26,933.2,"167,308,000","14,593,300,480"
2016年12月26日,896.91,913.18,896.9,907.61,"123,771,000","14,407,799,808"
2016年12月25日,899.65,899.65,862.42,896.18,"143,664,992","14,450,100,224"
2016年12月24日,922.18,923.48,886.34,898.82,"137,727,008","14,810,300,416"
2016年12月23日,864.89,925.12,864.68,921.98,"275,564,000","13,888,600,064"
2016年12月22日,834.18,875.78,834.15,864.54,"200,027,008","13,393,800,192"
2016年12月21日,800.64,834.28,799.41,834.28,"155,576,000","12,853,699,584"
2016年12月20日,792.25,801.34,791.5,800.88,"99,629,296","12,717,599,744"
2016年12月19日,790.69,793.61,790.32,792.71,"74,886,400","12,691,099,648"
2016年12月18日,791.01,794.74,788.03,790.53,"60,524,400","12,694,800,384"
2016年12月17日,785.17,792.51,784.86,790.83,"78,989,800","12,599,600,128"
2016年12月16日,778.96,785.03,778.96,784.91,"83,608,200","12,498,799,616"
2016年12月15日,780.07,781.43,777.8,778.09,"81,580,096","12,511,699,968"
2016年12月14日,780.01,782.03,776.84,781.48,"75,979,000","12,512,900,096"
2016年12月13日,780.65,788.46,777.96,780.56,"81,645,600","12,521,499,648"
2016年12月12日,770.04,781.92,770.04,780.09,"76,571,000","12,349,800,448"
2016年12月11日,774.75,774.8,765.41,769.73,"57,313,400","12,423,600,128"
2016年12月10日,773.02,777.09,772.91,774.65,"53,843,100","12,394,500,096"
2016年12月9日,769.94,774.53,769.65,772.79,"68,705,296","12,344,000,512"
2016年12月8日,768.08,774.7,765.95,770.81,"80,111,904","12,312,500,224"
2016年12月7日,764.21,771.54,759.75,768.13,"96,426,096","12,248,899,584"
2016年12月6日,758.72,765.62,758.72,764.22,"116,218,000","12,159,399,936"
2016年12月5日,773.39,773.47,751.71,758.7,"106,363,000","12,393,100,288"
2016年12月4日,771.64,773.87,768.16,773.87,"60,557,900","12,363,599,872"
2016年12月3日,778.25,778.25,764.86,771.16,"69,547,296","12,467,800,064"
2016年12月2日,757.54,781.3,757.54,777.94,"127,605,000","12,134,800,384"
2016年12月1日,746.05,758.28,746.05,756.77,"80,461,904","11,949,200,384"
2016年11月30日,736.28,747.93,736.27,745.69,"84,070,800","11,791,599,616"
2016年11月29日,736.33,737.47,734.56,735.6,"68,511,104","11,790,900,224"
2016年11月28日,732.48,738.01,732.48,735.81,"61,888,600","11,727,800,320"
2016年11月27日,735.44,739.02,731.09,732.03,"52,601,800","11,773,800,448"
2016年11月26日,741.51,742.21,729.63,735.38,"54,962,700","11,869,599,744"
2016年11月25日,740.44,741.65,734.59,741.65,"67,807,600","11,851,100,160"
2016年11月24日,744.62,746.83,733.49,740.29,"85,919,296","11,916,499,968"
2016年11月23日,751.74,752.25,738.92,744.59,"76,543,800","12,028,999,680"
2016年11月22日,739.64,753.87,736.53,751.35,"129,906,000","11,834,200,064"
2016年11月21日,731.27,741.72,730.51,739.25,"60,802,400","11,698,899,968"
2016年11月20日,751.88,755.48,717.94,731.03,"154,116,000","12,027,499,520"
2016年11月19日,751.83,756.24,744.47,751.62,"110,608,000","12,025,400,320"
2016年11月18日,740.71,752.88,736.89,751.59,"87,363,104","11,845,999,616"
2016年11月17日,744.88,755.65,739.51,740.98,"108,579,000","11,911,300,096"
2016年11月16日,711.17,747.61,709.04,744.2,"141,294,000","11,370,699,776"
2016年11月15日,705.79,715.72,705.26,711.62,"72,038,496","11,283,399,680"
2016年11月14日,702,706.28,699.81,705.02,"62,993,000","11,214,600,192"
2016年11月13日,705.2,705.26,687.32,702.03,"80,318,096","11,264,499,712"
2016年11月12日,716.75,717.15,704.03,705.05,"64,622,500","11,447,700,480"
2016年11月11日,715.55,718.32,714.41,716.41,"63,119,700","11,427,200,000"
2016年11月10日,722.84,723.02,711.21,715.53,"68,807,800","11,542,099,968"
2016年11月9日,709.83,740.05,708.61,723.27,"132,429,000","11,333,000,192"
2016年11月8日,703.09,712.99,702.39,709.85,"79,660,800","11,224,000,512"
2016年11月7日,710.74,710.74,699.9,703.13,"65,047,100","11,344,799,744"
2016年11月6日,703.81,714.26,699.56,711.52,"59,902,200","11,233,000,448"
2016年11月5日,703.53,707.51,697.74,703.42,"53,752,300","11,227,199,488"
2016年11月4日,689.12,706.93,685.56,703.23,"99,907,696","10,996,400,128"
2016年11月3日,742.35,745.77,678.16,688.7,"172,808,000","11,844,299,776"
2016年11月2日,730.07,740.83,722.35,740.83,"84,865,200","11,647,200,256"
2016年11月1日,701.34,736.45,701.34,729.79,"130,527,000","11,187,699,712"
2016年10月31日,702.64,709.29,691.68,700.97,"97,064,400","11,207,199,744"
2016年10月30日,714.12,714.12,696.47,701.86,"100,665,000","11,388,800,000"
2016年10月29日,690.29,720.4,690.05,714.48,"134,760,992","11,007,599,616"
2016年10月28日,688,690.44,684.16,689.65,"81,145,504","10,969,799,680"
2016年10月27日,678.21,688.59,678.04,688.31,"96,105,296","10,812,499,968"
2016年10月26日,657.68,679.73,657.68,678.3,"88,877,104","10,483,999,744"
2016年10月25日,654,664.42,653.7,657.59,"90,378,800","10,424,299,520"
2016年10月24日,657.16,657.25,652.59,653.76,"62,218,200","10,473,499,648"
2016年10月23日,657.62,661.13,653.89,657.07,"54,474,600","10,479,699,968"
2016年10月22日,633.14,658.2,632.85,657.29,"78,556,496","10,088,399,872"
2016年10月21日,630.83,634.09,630.69,632.83,"55,951,000","10,050,299,904"
2016年10月20日,630.66,631.92,628.26,630.86,"56,957,300","10,046,699,520"
2016年10月19日,638.13,638.87,628.01,630.52,"69,381,696","10,164,799,488"
2016年10月18日,639.41,640.74,636,637.96,"65,546,700","10,183,999,488"
2016年10月17日,641.82,642.33,638.66,639.19,"58,063,600","10,221,299,712"
2016年10月16日,639.08,642.9,638.9,641.63,"40,298,100","10,176,799,744"
2016年10月15日,640.31,642.1,637.39,638.65,"39,035,400","10,195,200,000"
2016年10月14日,637.01,641.28,637.01,640.38,"58,144,600","10,141,599,744"
2016年10月13日,636.03,638.83,635.03,636.79,"61,620,700","10,125,100,032"
2016年10月12日,640.87,641.34,635.97,636.19,"92,370,200","10,200,999,936"
2016年10月11日,619.24,642.08,618.5,641.07,"103,590,000","9,855,649,792"
2016年10月10日,616.82,621.32,616.2,618.99,"67,481,104","9,816,269,824"
2016年10月9日,619.17,619.2,616.61,616.75,"39,243,400","9,852,479,488"
2016年10月8日,617.34,619.85,617.34,619.11,"42,345,900","9,822,100,480"
2016年10月7日,612.61,617.91,611.82,617.12,"64,071,400","9,745,739,776"
2016年10月6日,612.47,613.82,611.47,613.02,"56,812,100","9,742,369,792"
2016年10月5日,610.22,613.81,609.62,612.51,"68,077,504","9,705,320,448"
2016年10月4日,612.05,612.05,609.48,610.2,"49,801,600","9,733,329,920"
2016年10月3日,610.97,612.57,610.46,612.13,"46,798,300","9,714,979,840"
2016年10月2日,613.95,614.01,609.68,610.89,"39,249,800","9,761,330,176"
2016年10月1日,609.93,615.24,609.93,613.98,"56,357,000","9,696,279,552"
2016年9月30日,605.72,609.73,604.14,609.73,"56,122,400","9,628,250,112"
2016年9月29日,605.02,606.82,604.85,605.69,"55,658,600","9,616,159,744"
2016年9月28日,606.24,606.59,604.61,604.73,"48,722,600","9,634,530,304"
2016年9月27日,608.02,608.25,604.11,606.17,"49,422,400","9,661,589,504"
2016年9月26日,600.81,608.14,600.35,608.04,"59,153,800","9,545,830,400"
2016年9月25日,602.75,603.38,599.71,600.83,"33,977,800","9,575,360,512"
2016年9月24日,602.96,604.58,602.04,602.63,"35,359,500","9,577,520,128"
2016年9月23日,596.2,603.21,595.79,602.84,"51,067,000","9,469,129,728"
2016年9月22日,597.28,598.49,596.21,596.3,"67,085,300","9,485,280,256"
2016年9月21日,603.59,603.59,595.88,597.15,"82,776,200","9,584,260,096"
2016年9月20日,609.25,609.53,607.94,608.31,"72,710,896","9,673,140,224"
2016年9月19日,609.87,610.93,608.27,609.23,"54,796,400","9,681,959,936"
2016年9月18日,606.28,610.16,605.86,609.87,"48,679,400","9,623,950,336"
2016年9月17日,607.22,607.86,605.19,605.98,"37,140,300","9,637,600,256"
2016年9月16日,607.25,609.26,606.73,606.97,"64,963,400","9,637,019,648"
2016年9月15日,610.59,611.09,607.16,607.16,"59,464,600","9,688,939,520"
2016年9月14日,608.84,611.95,608.41,610.68,"47,877,700","9,660,080,128"
2016年9月13日,608.03,611.19,606.92,609.24,"86,920,600","9,645,930,496"
2016年9月12日,607.01,608.46,605.41,608.24,"72,812,304","9,628,560,384"
2016年9月11日,623.42,628.82,600.51,606.72,"73,610,800","9,887,779,840"
2016年9月10日,622.93,625.09,622.4,623.51,"45,016,800","9,878,729,728"
2016年9月9日,626.35,626.83,620.26,622.86,"64,550,200","9,931,979,776"
2016年9月8日,614.64,628.77,613.84,626.32,"86,713,000","9,745,120,256"
2016年9月7日,610.57,614.54,608.51,614.54,"75,032,400","9,679,609,856"
2016年9月6日,606.51,610.83,605.09,610.44,"78,529,104","9,614,140,416"
2016年9月5日,608.99,609.05,602.24,606.59,"82,446,800","9,652,490,240"
2016年9月4日,598.59,611.84,596.85,608.63,"97,942,896","9,486,369,792"
2016年9月3日,575.55,599.5,574.06,598.21,"159,014,000","9,120,440,320"
2016年9月2日,572.41,575.64,570.81,575.54,"79,910,800","9,069,549,568"
2016年9月1日,575.55,576.31,571.81,572.3,"76,923,400","9,118,279,680"
2016年8月31日,577.59,577.86,573.64,575.47,"75,840,896","9,149,729,792"
2016年8月30日,574.11,578.36,574.11,577.5,"70,342,400","9,093,529,600"
2016年8月29日,574.07,576.28,573.47,574.11,"110,398,000","9,091,829,760"
2016年8月28日,569.83,574.04,569.74,573.91,"86,301,600","9,023,609,856"
2016年8月27日,579.45,579.84,568.63,569.95,"59,698,300","9,174,989,824"
2016年8月26日,577.75,580.62,576.86,579.65,"48,856,800","9,147,169,792"
2016年8月25日,580.18,580.45,575.17,577.76,"136,130,000","9,184,700,416"
2016年8月24日,583.41,583.59,579.85,580.18,"56,328,200","9,234,799,616"
2016年8月23日,586.77,589.47,581.63,583.41,"85,349,200","9,286,930,432"
2016年8月22日,581.31,588.45,580.59,586.75,"72,844,000","9,199,410,176"
2016年8月21日,581.94,584.16,580.22,581.31,"38,299,400","9,208,210,432"
2016年8月20日,576.08,582.82,575.46,581.7,"45,301,400","9,114,500,096"
2016年8月19日,574.34,578.24,574.18,575.63,"50,631,600","9,085,819,904"
2016年8月18日,573.71,577.79,573.43,574.32,"59,896,600","9,074,759,680"
2016年8月17日,577.76,580.89,571.43,573.22,"54,443,000","9,138,029,568"
2016年8月16日,567.24,581.74,566.72,577.44,"58,405,200","8,970,770,432"
2016年8月15日,570.49,573.58,563.24,567.24,"57,262,300","9,021,179,904"
2016年8月14日,585.59,585.67,564.78,570.47,"60,851,100","9,258,730,496"
2016年8月13日,587.36,589.77,584.98,585.59,"43,563,000","9,285,529,600"
2016年8月12日,588.8,589.91,583.81,587.56,"69,218,000","9,307,249,664"
2016年8月11日,592.12,597.54,589.12,589.12,"74,514,400","9,358,770,176"
2016年8月10日,587.65,599.98,586.37,592.1,"102,905,000","9,286,960,128"
2016年8月9日,591.04,591.09,584.79,587.8,"92,228,096","9,339,660,288"
2016年8月8日,592.74,592.99,588.05,591.05,"61,194,100","9,365,440,512"
2016年8月7日,587.77,597.51,586.82,592.69,"82,398,400","9,285,940,224"
2016年8月6日,575.03,588.4,569.47,587.78,"80,797,296","9,083,509,760"
2016年8月5日,578.28,578.28,569.98,575.04,"66,127,900","9,133,689,856"
2016年8月4日,566.33,579.5,565.78,578.29,"125,292,000","8,943,869,952"
2016年8月3日,548.66,573.36,541.55,566.35,"207,982,000","8,663,669,760"
2016年8月2日,606.4,612.85,531.33,547.47,"330,932,992","9,574,320,128"
2016年8月1日,624.6,626.12,605.88,606.27,"121,887,000","9,860,620,288"
2016年7月31日,655.1,655.28,624.36,624.68,"110,818,000","10,340,899,840"
2016年7月30日,657.01,658.22,654.21,655.05,"38,456,100","10,370,100,224"
2016年7月29日,655.11,657.8,654.79,656.99,"60,703,500","10,338,899,968"
2016年7月28日,654.49,657.59,654.49,655.03,"86,428,400","10,328,099,840"
2016年7月27日,651.63,657.46,648.45,654.35,"147,460,992","10,281,900,032"
2016年7月26日,654.23,656.22,645.88,651.78,"225,135,008","10,321,899,520"
2016年7月25日,661.26,661.83,653.4,654.1,"78,176,496","10,431,899,648"
2016年7月24日,655.41,663.11,652.79,661.28,"118,184,000","10,338,599,936"
2016年7月23日,650.73,656.37,648.52,655.56,"69,532,200","10,263,700,480"
2016年7月22日,664.92,666.58,646.72,650.62,"134,169,000","10,486,599,680"
2016年7月21日,665.23,666.22,660.41,665.01,"60,491,800","10,490,300,416"
2016年7月20日,672.81,672.93,663.36,665.68,"94,636,400","10,608,600,064"
2016年7月19日,672.74,673.28,667.63,672.86,"61,203,300","10,606,499,840"
2016年7月18日,679.81,681.55,668.63,673.11,"69,465,000","10,716,800,000"
2016年7月17日,661.99,682.36,661.99,679.46,"74,407,904","10,434,700,288"
2016年7月16日,663.78,666.46,659.33,660.77,"50,330,200","10,461,700,096"
2016年7月15日,659.17,667.08,659.04,663.26,"81,673,104","10,387,900,416"
2016年7月14日,652.92,662.9,652.92,658.08,"98,511,400","10,288,400,384"
2016年7月13日,664.8,668.7,654.47,654.47,"131,449,000","10,474,500,096"
2016年7月12日,648.28,675.26,646.78,664.55,"138,172,992","10,213,099,520"
2016年7月11日,648.48,659.63,644.98,647.66,"107,910,000","10,215,199,744"
2016年7月10日,650.6,652.29,641.26,649.36,"102,532,000","10,247,300,096"
2016年7月9日,666.38,666.38,633.4,650.96,"180,536,000","10,493,800,448"
2016年7月8日,640.69,666.71,636.47,666.52,"141,970,000","10,086,899,712"
2016年7月7日,678.09,682.43,611.83,640.56,"258,091,008","10,673,399,808"
2016年7月6日,670.42,681.9,670.42,677.33,"134,960,992","10,550,299,648"
2016年7月5日,683.21,683.49,665.07,670.63,"130,476,000","10,749,100,032"
2016年7月4日,658.8,683.66,650.51,683.66,"92,008,400","10,362,699,776"
2016年7月3日,704.97,704.97,649.01,658.66,"129,512,000","11,086,100,480"
2016年7月2日,676.73,703.7,676.4,703.7,"112,354,000","10,639,599,616"
2016年7月1日,672.52,686.15,669.59,676.3,"134,431,008","10,570,600,448"
2016年6月30日,640.59,675.4,636.61,673.34,"138,980,000","10,066,400,256"
2016年6月29日,644.12,644.68,628.28,639.89,"142,456,000","10,119,600,128"
2016年6月28日,658.1,659.25,637.77,647,"138,384,992","10,336,799,744"
2016年6月27日,629.35,655.28,620.52,655.28,"122,134,000","9,882,840,064"
2016年6月26日,665.93,665.98,616.93,629.37,"109,225,000","10,454,899,712"
2016年6月25日,665.28,691.73,646.56,665.12,"126,656,000","10,442,000,384"
2016年6月24日,625.58,681.73,625.27,665.3,"224,316,992","9,816,729,600"
2016年6月23日,597.44,629.33,558.14,623.98,"253,462,000","9,373,190,144"
2016年6月22日,665.91,678.67,587.48,596.12,"266,392,992","10,445,299,712"
2016年6月21日,735.88,735.88,639.07,666.65,"309,944,000","11,539,999,744"
2016年6月20日,763.93,764.08,732.73,737.23,"174,511,008","11,976,699,904"
2016年6月19日,756.69,766.62,745.63,763.78,"136,184,992","11,859,800,064"
2016年6月18日,748.76,777.99,733.93,756.23,"252,718,000","11,732,599,808"
2016年6月17日,768.49,775.36,716.56,748.91,"363,320,992","12,038,899,712"
2016年6月16日,696.52,773.72,696.52,766.31,"271,633,984","10,908,900,352"
2016年6月15日,685.68,696.3,672.56,694.47,"99,223,800","10,736,600,064"
2016年6月14日,704.5,704.5,662.8,685.56,"186,694,000","11,028,899,840"
2016年6月13日,671.65,716,664.49,704.38,"243,295,008","10,511,899,648"
2016年6月12日,609.68,684.84,607.04,672.78,"277,084,992","9,539,850,240"
2016年6月11日,578.67,607.12,578.67,606.73,"82,357,000","9,052,359,680"
2016年6月10日,575.84,579.13,573.33,577.47,"66,991,900","9,005,920,256"
2016年6月9日,582.2,582.2,570.95,574.63,"71,301,000","9,103,080,448"
2016年6月8日,577.17,582.84,573.13,581.65,"80,265,800","9,022,249,984"
2016年6月7日,585.45,590.26,567.51,576.6,"107,770,000","9,149,580,288"
2016年6月6日,574.6,586.47,574.6,585.54,"72,138,896","8,977,699,840"
2016年6月5日,573.31,582.81,569.18,574.98,"68,874,096","8,955,060,224"
2016年6月4日,569.71,590.13,564.24,572.73,"94,925,296","8,897,080,320"
2016年6月3日,537.68,574.64,536.92,569.19,"122,020,000","8,395,069,952"
2016年6月2日,536.52,540.35,533.08,537.97,"60,378,200","8,375,000,064"
2016年6月1日,531.11,543.08,525.64,536.92,"86,061,800","8,288,679,936"
2016年5月31日,534.19,546.62,520.66,531.39,"138,450,000","8,335,099,904"
2016年5月30日,528.47,544.35,522.96,533.86,"87,958,704","8,243,959,808"
